V1 shortname gene ID
AAK1,chr2,-,69757139,69766553,69757139,69759294,69769654,69769797 AAK1 A3SS 6 AAK1 rMATS_1
ADNP2,chr18,+,77875412,77891075,77875412,77875467,77890985,77891075 ADNP2 RI 2-3a ADNP2 rMATS_231
ADNP2,chr18,+,77875412,77891075,77875412,77875479,77890985,77891075 ADNP2 RI 2-3 ADNP2 rMATS_232
ADPGK,chr15,-,73043707,73052868,73043707,73048788,73052747,73052868 ADPGK RI 9-5 ADPGK rMATS_233
ADPGK,chr15,-,73048591,73048788,73043707,73045233,73052747,73052868 ADPGK SE 6 ADPGK rMATS_234
ADPGK,chr15,-,73048591,73048788,73043707,73045236,73052747,73052868 ADPGK SE 6_v1 ADPGK rMATS_235
ADPGK,chr15,-,73048591,73048788,73043707,73045482,73052747,73052868 ADPGK SE 6_v2 ADPGK rMATS_236
ADPGK,chr15,-,73048591,73048788,73043707,73047995,73052747,73052868 ADPGK SE 6_v3 ADPGK rMATS_237
ADPGK,chr15,-,73050405,73052868,73043707,73045233,73064123,73064186 ADPGK SE 5 ADPGK rMATS_238
ADPGK,chr15,-,73050405,73052868,73043707,73045236,73064123,73064186 ADPGK SE 5a_v1 ADPGK rMATS_239
ADPGK,chr15,-,73050405,73052868,73043707,73045482,73064123,73064186 ADPGK SE 5b_v2 ADPGK rMATS_240
ADPGK,chr15,-,73050405,73052868,73047896,73047995,73064123,73064186 ADPGK SE 5c_v3 ADPGK rMATS_241
ADPGK,chr15,-,73052735,73052868,73045369,73045482,73064123,73064186 ADPGK SE 5d ADPGK rMATS_242
ADPGK,chr15,-,73052735,73052868,73047896,73047995,73064123,73064186 ADPGK SE 5e_v1 ADPGK rMATS_243
ADPGK,chr15,-,73052747,73052868,73043421,73045233,73064123,73064186 ADPGK SE 5f ADPGK rMATS_244
ADPGK,chr15,-,73052747,73052868,73043707,73045236,73064123,73064186 ADPGK SE 5g_v1 ADPGK rMATS_245
ADPGK,chr15,-,73052747,73052868,73043707,73045482,73064123,73064186 ADPGK SE 5h_v2 ADPGK rMATS_246
ADPGK,chr15,-,73052747,73052868,73043707,73047995,73064123,73064186 ADPGK SE 5i_v3 ADPGK rMATS_247
ADPGK,chr15,-,73064123,73072663,73064123,73064186,73072537,73072663 ADPGK RI 4-U ADPGK rMATS_248
ADPGK,chr15,-,73067212,73067436,73064123,73064186,73075586,73075699 ADPGK SE 3 ADPGK rMATS_249
ADPGK,chr15,-,73067212,73067438,73061918,73064186,73075586,73075694 ADPGK SE 3a ADPGK rMATS_250
ADPGK,chr15,-,73067212,73072663,73048591,73064186,73075586,73075883 ADPGK SE 2,3 ADPGK rMATS_251
ADPGK,chr15,-,73067212,73074860,73064123,73064186,73075586,73075985 ADPGK SE 1,2,3 ADPGK rMATS_252
ADRBK1,chr11,+,67044742,67046744,67044742,67045719,67046670,67046744 ADRBK1 RI 2-3 ADRBK1 rMATS_253
ADRBK1,chr11,+,67049658,67049836,67049292,67049423,67049905,67050013 ADRBK1 SE 12 ADRBK1 rMATS_254
ADRBK1,chr11,+,67049741,67049834,67049292,67049423,67049905,67050013 ADRBK1 SE 12a ADRBK1 rMATS_255
ADRBK2,chr22,+,26037996,26040632,25996384,26000420,26057542,26057644 ADRBK2 SE 3 ADRBK2 rMATS_256
ADRBK2,chr22,+,26062599,26062687,26059596,26059671,26063705,26063767 ADRBK2 SE U1 ADRBK2 rMATS_257
ADRBK2,chr22,+,26110374,26110537,26107034,26107130,26117250,26117359 ADRBK2 SE 19 ADRBK2 rMATS_258
ADRBK2,chr22,+,26114211,26114348,26110374,26110537,26117250,26117364 ADRBK2 SE 21 ADRBK2 rMATS_259
ADRM1,chr20,+,60879516,60879633,60878484,60878837,60881252,60881376 ADRM1 SE 3 ADRM1 rMATS_260
ADSL,chr22,+,40750251,40750331,40745835,40746039,40754867,40755039 ADSL SE 7 ADSL rMATS_261
ADSL,chr22,+,40760883,40761060,40760279,40760369,40762439,40762502 ADSL SE 15 ADSL rMATS_262
ADSS,chr1,-,244576858,244576931,244574588,244574738,244579282,244579380 ADSS SE U1 ADSS rMATS_263
ADSS,chr1,-,244582061,244586218,244582061,244583598,244586136,244586218 ADSS RI 12-10 ADSS rMATS_264
ADSS,chr1,-,244582061,244587362,244582061,244586218,244587254,244587362 ADSS RI 12-9 ADSS rMATS_265
ADSS,chr1,-,244586012,244586218,244586136,244586218,244582061,244583598 ADSS A5SS U2 ADSS rMATS_266
ADSS,chr1,-,244586136,244587081,244586136,244586218,244587254,244587362 ADSS A3SS 10 ADSS rMATS_267
ADSS,chr1,-,244613291,244613473,244600967,244601070,244614936,244615182 ADSS SE 2a ADSS rMATS_268
ADSS,chr1,-,244613291,244614292,244600967,244601070,244614936,244615175 ADSS SE 2 ADSS rMATS_269
AEBP2,chr12,+,19667604,19667718,19665331,19665399,19671020,19671047 AEBP2 SE 9 AEBP2 rMATS_270
AEBP2,chr12,+,19671020,19675173,19671020,19671047,19671608,19675173 AEBP2 RI 10-11 AEBP2 rMATS_271
AFF1,chr4,+,88010688,88010842,87988235,88005316,88011135,88011222 AFF1 SE U1 AFF1 rMATS_272
AFF1,chr4,+,88010732,88010842,88005271,88005316,88011135,88011222 AFF1 SE U2 AFF1 rMATS_273
AFF1,chr4,+,88053422,88053560,88052944,88053016,88056731,88057510 AFF1 SE 20 AFF1 rMATS_274
AFF4,chr5,-,132224770,132224865,132222498,132223852,132227855,132228096 AFF4 SE 15a AFF4 rMATS_275
AFF4,chr5,-,132224770,132224885,132223788,132223852,132227855,132228096 AFF4 SE 15 AFF4 rMATS_276
AFF4,chr5,-,132233921,132234057,132232014,132232932,132234795,132234833 AFF4 SE 11 AFF4 rMATS_277
AFF4,chr5,-,132233921,132234084,132232014,132232932,132234795,132234833 AFF4 SE 11a AFF4 rMATS_278
AFF4,chr5,-,132240059,132249916,132238133,132238179,132262812,132262899 AFF4 SE 6 AFF4 rMATS_279
AFF4,chr5,-,132273340,132273432,132272758,132272885,132298950,132299050 AFF4 SE U1 AFF4 rMATS_280
AFF4,chr5,-,132273340,132273448,132272758,132272885,132298950,132299253 AFF4 SE U2 AFF4 rMATS_281
AFG3L2,chr18,-,12348274,12348382,12341310,12344246,12351083,12351412 AFG3L2 SE 13 AFG3L2 rMATS_282
AFG3L2,chr18,-,12356692,12356830,12353003,12353157,12358668,12358831 AFG3L2 SE 9 AFG3L2 rMATS_283
AFTPH,chr2,+,64806619,64806680,64800079,64800202,64812555,64812679 AFTPH SE 7 AFTPH rMATS_284
AFTPH,chr2,+,64806619,64812679,64806619,64806680,64812555,64812679 AFTPH RI 7-9 AFTPH rMATS_285
AFTPH,chr2,+,64812555,64820138,64812555,64812679,64819018,64820138 AFTPH RI 9-10 AFTPH rMATS_286
AGA,chr4,-,178357429,178357505,178355535,178355643,178358558,178358673 AGA SE 6 AGA rMATS_287
AGAP2,chr12,-,58128374,58128462,58128101,58128187,58135694,58135932 AGAP2 SE 4 AGAP2 rMATS_288
AGFG1,chr2,+,228384663,228389631,228384663,228388641,228389477,228389631 AGFG1 RI 3-5 AGFG1 rMATS_289
AGFG1,chr2,+,228384663,228394481,228384663,228389631,228395806,228395926 AGFG1 A5SS 5 AGFG1 rMATS_290
AGFG1,chr2,+,228384663,228395926,228384663,228389631,228395806,228395926 AGFG1 RI 3-6 AGFG1 rMATS_291
AGFG1,chr2,+,228388478,228388641,228388534,228388641,228384663,228384779 AGFG1 A3SS 4 AGFG1 rMATS_292
AGFG1,chr2,+,228388478,228395146,228388478,228393423,228395037,228395146 AGFG1 RI 4-U AGFG1 rMATS_293
AGFG1,chr2,+,228388478,228398474,228388478,228395926,228398328,228398474 AGFG1 RI 4-8 AGFG1 rMATS_294
AGFG1,chr2,+,228389477,228395146,228389477,228389631,228395037,228395146 AGFG1 RI 5-U AGFG1 rMATS_295
AGFG1,chr2,+,228389477,228398474,228389477,228389631,228398264,228398474 AGFG1 RI 5-8 AGFG1 rMATS_296
AGFG1,chr2,+,228393406,228393423,228388478,228389631,228395806,228395926 AGFG1 SE U2 AGFG1 rMATS_297
AGFG1,chr2,+,228393406,228394481,228393406,228393423,228395806,228395926 AGFG1 A5SS U3 AGFG1 rMATS_298
AGFG1,chr2,+,228393406,228395146,228393406,228393423,228393804,228395146 AGFG1 RI U-U AGFG1 rMATS_299
AGFG1,chr2,+,228393406,228395146,228395037,228395146,228389477,228389631 AGFG1 A3SS U1 AGFG1 rMATS_300
AGFG1,chr2,+,228393406,228395926,228393406,228393423,228395806,228395926 AGFG1 RI U-6 AGFG1 rMATS_301
AGFG1,chr2,+,228395806,228399741,228395806,228398474,228399623,228399741 AGFG1 RI 6-9 AGFG1 rMATS_302
AGFG1,chr2,+,228398264,228398474,228398328,228398474,228388478,228395926 AGFG1 A3SS 8 AGFG1 rMATS_303
AGFG1,chr2,+,228401616,228401709,228384663,228401420,228416674,228416833 AGFG1 SE 11b AGFG1 rMATS_304
AGFG1,chr2,+,228401616,228404694,228401340,228401420,228416674,228416833 AGFG1 SE 11a AGFG1 rMATS_305
AGFG1,chr2,+,228401616,228404694,228401616,228401709,228404572,228404694 AGFG1 RI 11-U AGFG1 rMATS_306
AGFG1,chr2,+,228401616,228414822,228384663,228401420,228416674,228416833 AGFG1 SE 11 AGFG1 rMATS_307
AGFG1,chr2,+,228401616,228416833,228401616,228401709,228416674,228416833 AGFG1 RI 11-12a AGFG1 rMATS_308
AGFG1,chr2,+,228401616,228416833,228401616,228404694,228416674,228416833 AGFG1 RI 11-12 AGFG1 rMATS_309
AGFG1,chr2,+,228414774,228414822,228401340,228401709,228416674,228416833 AGFG1 SE U4 AGFG1 rMATS_310
AGO1,chr1,+,36358157,36358278,36353002,36354211,36358697,36358879 EIF2C1 SE 4 EIF2C1 rMATS_311
AGO4,chr1,+,36290913,36291416,36290913,36291279,36291526,36291661 EIF2C4 A5SS 5 EIF2C4 rMATS_312
AGO4,chr1,+,36291205,36291416,36291279,36291416,36290913,36291095 AGO4 A3SS U1 AGO4 rMATS_313
AGO4,chr1,+,36297640,36297786,36297412,36297532,36298037,36298171 EIF2C4 SE 10 EIF2C4 rMATS_314
AGO4,chr1,+,36298037,36298171,36297412,36297786,36299590,36299775 EIF2C4 SE 11 EIF2C4 rMATS_315
AGO4,chr1,+,36319097,36320423,36319097,36319303,36320277,36320423 EIF2C4 RI 18-18 EIF2C4 rMATS_316
AGPAT2,chr9,-,139571036,139571132,139569186,139569259,139571412,139571553 AGPAT2 SE 4 AGPAT2 rMATS_317
AGPAT5,chr8,+,6612571,6612695,6590081,6590171,6614683,6615193 AGPAT5 SE 7 AGPAT5 rMATS_318
AGPAT6,chr8,+,41467173,41469219,41467173,41468329,41469421,41469511 AGPAT6 A5SS 5 AGPAT6 rMATS_319
AGPAT6,chr8,+,41472481,41472567,41471904,41471960,41476202,41476331 AGPAT6 SE 10 AGPAT6 rMATS_320
AGPAT6,chr8,+,41476739,41476870,41476416,41476496,41478411,41479425 AGPAT6 SE U1 AGPAT6 rMATS_321
AGPAT9,chr4,+,84519203,84519332,84518582,84518668,84519796,84519876 AGPAT9 SE 11 AGPAT9 rMATS_322
AGPS,chr2,+,178306847,178306963,178305692,178305764,178307134,178307214 AGPS SE U1 AGPS rMATS_323
AGPS,chr2,+,178329448,178333252,178326620,178326746,178346786,178346914 AGPS SE 10 AGPS rMATS_324
AGPS,chr2,+,178333143,178333252,178326620,178326746,178346786,178346914 AGPS SE 10b AGPS rMATS_325
AGPS,chr2,+,178333143,178333252,178326620,178326746,178357875,178357927 AGPS SE 10_v1 AGPS rMATS_326
AGPS,chr2,+,178333143,178334037,178326620,178326746,178346786,178346914 AGPS SE 10a AGPS rMATS_327
AGPS,chr2,+,178346786,178346914,178326620,178326746,178357875,178357927 AGPS SE 11 AGPS rMATS_328
AGPS,chr2,+,178357094,178357927,178357875,178357927,178346786,178346914 AGPS A3SS U2 AGPS rMATS_329
AGTPBP1,chr9,-,88203212,88203393,88201745,88201875,88204442,88204596 AGTPBP1 SE 21 AGTPBP1 rMATS_330
AGTPBP1,chr9,-,88247576,88248289,88247576,88247952,88248051,88248289 AGTPBP1 RI 14-14 AGTPBP1 rMATS_331
AGTPBP1,chr9,-,88261235,88272558,88261235,88261333,88272349,88272558 AGTPBP1 RI 12-10 AGTPBP1 rMATS_332
AGTPBP1,chr9,-,88264916,88270235,88261235,88261333,88272349,88275888 AGTPBP1 SE 11 AGTPBP1 rMATS_333
AGTPBP1,chr9,-,88270057,88272558,88270057,88270115,88272349,88272558 AGTPBP1 RI 11-10 AGTPBP1 rMATS_334
AGTPBP1,chr9,-,88272349,88281135,88272349,88275888,88284399,88284493 AGTPBP1 A3SS 9 AGTPBP1 rMATS_335
AGTPBP1,chr9,-,88272349,88284493,88272349,88275888,88284399,88284493 AGTPBP1 RI 10-8 AGTPBP1 rMATS_336
AGTPBP1,chr9,-,88275850,88275888,88270057,88270115,88284399,88284493 AGTPBP1 SE 9c AGTPBP1 rMATS_337
AGTPBP1,chr9,-,88275850,88275925,88272349,88272558,88284399,88284493 AGTPBP1 SE 9b AGTPBP1 rMATS_338
AGTPBP1,chr9,-,88275850,88276912,88270057,88272558,88284399,88284493 AGTPBP1 SE 9a AGTPBP1 rMATS_339
AGTPBP1,chr9,-,88275850,88281135,88270057,88272558,88284399,88284493 AGTPBP1 SE 9 AGTPBP1 rMATS_340
AGTPBP1,chr9,-,88293249,88293313,88291574,88292497,88296182,88296250 AGTPBP1 SE 5 AGTPBP1 rMATS_341
AGXT2L2,chr5,-,177635736,177635916,177632378,177635282,177638890,177638971 AGXT2L2 SE 17 AGXT2L2 rMATS_342
AGXT2L2,chr5,-,177642276,177642431,177641796,177641886,177649355,177649493 AGXT2L2 SE 13 AGXT2L2 rMATS_343
AGXT2L2,chr5,-,177652355,177652430,177649355,177651730,177656940,177657100 AGXT2L2 SE 8 AGXT2L2 rMATS_344
AHCTF1,chr1,-,247005995,247006962,247002414,247004300,247012916,247014744 AHCTF1 SE 37 AHCTF1 rMATS_345
AHCTF1,chr1,-,247005995,247006962,247005995,247006078,247007096,247007230 AHCTF1 A3SS 37 AHCTF1 rMATS_346
AHCTF1,chr1,-,247005999,247006078,247002841,247004300,247012916,247014744 AHCTF1 SE 37a AHCTF1 rMATS_347
AHCTF1,chr1,-,247007096,247007171,247005995,247006078,247012916,247014744 AHCTF1 SE 36 AHCTF1 rMATS_348
AHCTF1,chr1,-,247007096,247007218,247005995,247006078,247012916,247014744 AHCTF1 SE 36b AHCTF1 rMATS_349
AHCTF1,chr1,-,247007096,247007230,247005995,247006078,247012916,247014744 AHCTF1 SE 36c AHCTF1 rMATS_350
AHCTF1,chr1,-,247007096,247007230,247007096,247007171,247012916,247014744 AHCTF1 A3SS 36 AHCTF1 rMATS_351
AHCTF1,chr1,-,247007096,247007300,247005995,247006078,247012916,247014744 AHCTF1 SE 36a AHCTF1 rMATS_352
AHCTF1,chr1,-,247015206,247015298,247007096,247014744,247016392,247016601 AHCTF1 SE 34 AHCTF1 rMATS_353
AHCTF1,chr1,-,247015206,247015340,247012916,247014744,247016392,247016601 AHCTF1 SE 34a AHCTF1 rMATS_354
AHCTF1,chr1,-,247020992,247021116,247019031,247019129,247024200,247024597 AHCTF1 SE 31 AHCTF1 rMATS_355
AHCTF1,chr1,-,247027225,247027418,247027225,247027326,247030545,247030653 AHCTF1 A3SS 28 AHCTF1 rMATS_356
AHCTF1,chr1,-,247027225,247031113,247027225,247027418,247030545,247031113 AHCTF1 RI 28-25 AHCTF1 rMATS_357
AHCTF1,chr1,-,247028556,247028639,247027225,247027418,247030545,247030653 AHCTF1 SE 27a AHCTF1 rMATS_358
AHCTF1,chr1,-,247028556,247030148,247027225,247027418,247030545,247030653 AHCTF1 SE 27 AHCTF1 rMATS_359
AHCTF1,chr1,-,247030056,247030148,247027225,247027418,247030545,247030653 AHCTF1 SE U1 AHCTF1 rMATS_360
AHCTF1,chr1,-,247030086,247030148,247027225,247027418,247030545,247031113 AHCTF1 SE U2 AHCTF1 rMATS_361
AHCTF1,chr1,-,247039338,247039489,247027225,247031113,247040251,247040383 AHCTF1 SE 24 AHCTF1 rMATS_362
AHCTF1,chr1,-,247048794,247051535,247048794,247050659,247051478,247051535 AHCTF1 RI 21-19 AHCTF1 rMATS_363
AHCTF1,chr1,-,247062752,247067335,247062752,247065977,247067250,247067335 AHCTF1 RI 11-7 AHCTF1 rMATS_364
AHCTF1,chr1,-,247079443,247079697,247076533,247076714,247081551,247081623 AHCTF1 SE 3 AHCTF1 rMATS_365
AHCY,chr20,-,32868070,32868971,32868070,32868456,32868832,32868971 AHCY RI 11-11 AHCY rMATS_366
AHCYL1,chr1,+,110561496,110561741,110561173,110561272,110562169,110562248 AHCYL1 SE 16a AHCYL1 rMATS_367
AHCYL1,chr1,+,110561672,110561741,110560994,110561272,110562169,110562248 AHCYL1 SE 16 AHCYL1 rMATS_368
AHI1,chr6,-,135754164,135754394,135752345,135752452,135759512,135759636 AHI1 SE 17 AHI1 rMATS_369
AHI1,chr6,-,135778631,135778851,135776871,135777064,135784262,135784418 AHI1 SE 9 AHI1 rMATS_370
AHSA2,chr2,+,61404563,61406306,61404563,61405519,61406115,61406306 AHSA2 RI 1-1 AHSA2 rMATS_371
AHSA2,chr2,+,61410681,61410797,61408454,61408540,61411846,61411935 AHSA2 SE U1 AHSA2 rMATS_372
AHSA2,chr2,+,61412636,61413632,61412636,61412753,61413580,61413632 AHSA2 RI 4-5 AHSA2 rMATS_373
AHSA2,chr2,+,61412973,61413216,61412636,61412753,61413580,61413632 AHSA2 SE U2 AHSA2 rMATS_374
AHSA2,chr2,+,61413114,61413216,61412636,61412753,61413580,61413632 AHSA2 SE U3 AHSA2 rMATS_375
AIF1,chr6,+,31583032,31583131,31583032,31583070,31583297,31583359 AIF1 A5SS 1 AIF1 rMATS_376
AIF1,chr6,+,31583795,31583922,31583446,31583513,31584120,31584283 AIF1 SE 4 AIF1 rMATS_377
AIF1,chr6,+,31583798,31583922,31583446,31583513,31584120,31584283 AIF1 SE 4a AIF1 rMATS_378
AIF1,chr6,+,31583880,31583922,31583297,31583513,31584120,31584283 AIF1 SE 4b AIF1 rMATS_379
AIM1,chr6,+,106975179,106978190,106975179,106975345,106978050,106978190 AIM1 RI 5-6 AIM1 rMATS_380
AIM1,chr6,+,106977570,106978190,106978050,106978190,106975179,106975345 AIM1 A3SS U1 AIM1 rMATS_381
AIM1,chr6,+,107001329,107001442,107001345,107001442,106999726,107000091 AIM1 A3SS 15 AIM1 rMATS_382
AIP,chr11,+,67256737,67256926,67254476,67254656,67257508,67257685 AIP SE 3 AIP rMATS_383
AK026714.PELI1,chr2,-,64331834,64333433,64331834,64331964,64332121,64333433 PELI1 RI 4-U PELI1 rMATS_384
AK026714.PELI1,chr2,-,64331834,64333433,64331834,64331964,64333339,64333433 PELI1 RI 4-Ua PELI1 rMATS_385
AK026714.PELI1,chr2,-,64332121,64333433,64333339,64333433,64331834,64331964 AK026714.PELI1 A5SS U1 AK026714.PELI1 rMATS_386
AK026714.PELI1,chr2,-,64332452,64333433,64333339,64333433,64331834,64331964 AK026714.PELI1 A5SS U2 AK026714.PELI1 rMATS_387
AK026714.PELI1,chr2,-,64333166,64333433,64333339,64333433,64331834,64331964 AK026714.PELI1 A5SS U3 AK026714.PELI1 rMATS_388
AK2,chr1,-,33486967,33487062,33478691,33480195,33487193,33487304 AK2 SE 5 AK2 rMATS_389
AK3,chr9,-,4709556,4713096,4709556,4711243,4712967,4713096 AK3 RI 8-8 AK3 rMATS_390
AKAP10,chr17,-,19866152,19866335,19866152,19866304,19871726,19871774 AKAP10 A3SS 4 AKAP10 rMATS_391
AKAP11,chr13,+,42891663,42891824,42888029,42888076,42893223,42893638 AKAP11 SE 14 AKAP11 rMATS_392
AKAP13,chr15,+,86087002,86087374,86087002,86087186,86118361,86118560 AKAP13 A5SS 5 AKAP13 rMATS_393
AKAP13,chr15,+,86120993,86121102,86118361,86118560,86122160,86123991 AKAP13 SE U1 AKAP13 rMATS_394
AKAP13,chr15,+,86122160,86126307,86122160,86125338,86128932,86129054 AKAP13 A5SS 7,8 AKAP13 rMATS_395
AKAP13,chr15,+,86122160,86126395,86122160,86125338,86128932,86129054 AKAP13 A5SS 7,8a AKAP13 rMATS_396
AKAP13,chr15,+,86205618,86205684,86198647,86201821,86207793,86207986 AKAP13 SE 15 AKAP13 rMATS_397
AKAP13,chr15,+,86258580,86259154,86253809,86253876,86260520,86260633 AKAP13 SE 24 AKAP13 rMATS_398
AKAP13,chr15,+,86259002,86259154,86253809,86253876,86260520,86260633 AKAP13 SE 24a AKAP13 rMATS_399
AKAP13,chr15,+,86261237,86261390,86261240,86261390,86260520,86260633 AKAP13 A3SS 26 AKAP13 rMATS_400
AKAP13,chr15,+,86284276,86284726,86283452,86283503,86291982,86292186 AKAP13 SE 39 AKAP13 rMATS_401
AKAP17A.ASMT,chrX,+,1718084,1721407,1718084,1718325,1719551,1721407 SFRS17A RI 4-6 SFRS17A rMATS_402
AKAP7,chr6,+,131505141,131505238,131490252,131490413,131520600,131520713 AKAP7 SE U1 AKAP7 rMATS_403
AKAP8,chr19,-,15479045,15480990,15479045,15479133,15480956,15480990 AKAP8 RI 10-8 AKAP8 rMATS_404
AKAP8,chr19,-,15479877,15480035,15479045,15479133,15480956,15480990 AKAP8 SE 9 AKAP8 rMATS_405
AKAP8L,chr19,-,15508524,15510221,15508524,15508666,15510112,15510221 AKAP8L RI 11-9 AKAP8L rMATS_406
AKAP8L,chr19,-,15508524,15510487,15508524,15510221,15511105,15511169 AKAP8L A3SS 9 AKAP8L rMATS_407
AKAP8L,chr19,-,15508524,15511169,15508524,15510221,15511105,15511169 AKAP8L RI 11-8 AKAP8L rMATS_408
AKAP8L,chr19,-,15509440,15509577,15508524,15508666,15510112,15510221 AKAP8L SE 10 AKAP8L rMATS_409
AKAP8L,chr19,-,15510112,15510221,15508330,15508666,15511604,15511675 AKAP8L SE 9b AKAP8L rMATS_410
AKAP8L,chr19,-,15510112,15510487,15508330,15508666,15511604,15511675 AKAP8L SE 9a AKAP8L rMATS_411
AKAP8L,chr19,-,15510112,15510702,15510112,15510221,15510642,15510702 AKAP8L RI 9-U AKAP8L rMATS_412
AKAP8L,chr19,-,15510112,15510778,15508330,15508666,15511604,15511675 AKAP8L SE 9 AKAP8L rMATS_413
AKAP8L,chr19,-,15510642,15511169,15508524,15508666,15511604,15511675 AKAP8L SE 8 AKAP8L rMATS_414
AKAP8L,chr19,-,15511105,15511169,15508524,15508666,15511604,15511675 AKAP8L SE 8a AKAP8L rMATS_415
AKAP8L,chr19,-,15514285,15514526,15514285,15514366,15514468,15514526 AKAP8L RI 4-4 AKAP8L rMATS_416
AKAP9,chr7,+,91610186,91610272,91609602,91609647,91621471,91621525 AKAP9 SE U1 AKAP9 rMATS_417
AKAP9,chr7,+,91610186,91621525,91610186,91610272,91622198,91622369 AKAP9 A5SS 5 AKAP9 rMATS_418
AKAP9,chr7,+,91660825,91660999,91660825,91660918,91667732,91668086 AKAP9 A5SS 17 AKAP9 rMATS_419
AKAP9,chr7,+,91699343,91699496,91699343,91699469,91700218,91700323 AKAP9 A5SS 29a AKAP9 rMATS_420
AKAP9,chr7,+,91699343,91699520,91699343,91699496,91700218,91700323 AKAP9 A5SS 29 AKAP9 rMATS_421
AKAP9,chr7,+,91715541,91716590,91714898,91715000,91718698,91718843 AKAP9 SE 39 AKAP9 rMATS_422
AKR1C3,chr10,+,5140993,5141071,5139625,5139742,5141518,5141641 AKR1C3 SE 5 AKR1C3 rMATS_423
AKT2,chr19,-,40771128,40771258,40762832,40762961,40791087,40791159 AKT2 SE 3 AKT2 rMATS_424
AKTIP,chr16,-,53528984,53529085,53524951,53528517,53529173,53529238 AKTIP SE 5 AKTIP rMATS_425
ALAD,chr9,-,116148591,116150641,116148591,116149874,116150508,116150641 ALAD RI 13-13 ALAD rMATS_426
ALAD,chr9,-,116159325,116159542,116155726,116155914,116163491,116163553 ALAD SE U1 ALAD rMATS_427
ALAD,chr9,-,116159325,116159554,116155726,116155914,116163491,116163613 ALAD SE U2 ALAD rMATS_428
ALAD,chr9,-,116159325,116159561,116155726,116155914,116163491,116163618 ALAD SE U3 ALAD rMATS_429
ALAD,chr9,-,116159325,116160198,116155726,116155914,116163491,116163610 ALAD SE U4 ALAD rMATS_430
ALAD,chr9,-,116159325,116160404,116155726,116155914,116163491,116163600 ALAD SE U5 ALAD rMATS_431
ALAD,chr9,-,116159325,116162207,116155726,116155914,116163491,116163616 ALAD SE U6 ALAD rMATS_432
ALAD,chr9,-,116159325,116163398,116155726,116155914,116163491,116163610 ALAD SE 2 ALAD rMATS_433
ALAS1,chr3,+,52232687,52232864,52232098,52232271,52233225,52233456 ALAS1 SE 2 ALAS1 rMATS_434
ALAS1,chr3,+,52238708,52238931,52236522,52238028,52240587,52240767 ALAS1 SE 6 ALAS1 rMATS_435
ALAS1,chr3,+,52239854,52240039,52237878,52238931,52240587,52240767 ALAS1 SE 7 ALAS1 rMATS_436
ALAS1,chr3,+,52242098,52242263,52237878,52240767,52245298,52245567 ALAS1 SE 9 ALAS1 rMATS_437
ALAS1,chr3,+,52245298,52245567,52238708,52240767,52246273,52246436 ALAS1 SE 10 ALAS1 rMATS_438
ALAS2,chrX,-,55046752,55051273,55046752,55050244,55051150,55051273 ALAS2 RI 7-4 ALAS2 rMATS_439
ALAS2,chrX,-,55050189,55050300,55046752,55047707,55051150,55051273 ALAS2 SE 5 ALAS2 rMATS_440
ALAS2,chrX,-,55054183,55054290,55052252,55052448,55057374,55057497 ALAS2 SE 2 ALAS2 rMATS_441
ALDH9A1,chr1,-,165637403,165637740,165636545,165636687,165638162,165638250 ALDH9A1 SE U1 ALDH9A1 rMATS_442
ALG13,chrX,+,110929364,110929402,110928192,110928331,110931114,110931263 ALG13 SE 4 ALG13 rMATS_443
ALG13,chrX,+,110931114,110931276,110928192,110928331,110951254,110951470 ALG13 SE 5 ALG13 rMATS_444
ALG13,chrX,+,110931114,110931281,110928192,110928331,110951254,110951621 ALG13 SE 5a ALG13 rMATS_445
ALG9,chr11,-,111708971,111709101,111708190,111708338,111715323,111715440 FDXACB1 SE 19 FDXACB1 rMATS_446
ALG9,chr11,-,111708971,111709122,111708190,111708338,111715323,111715446 FDXACB1 SE 19a FDXACB1 rMATS_447
ALKBH3,chr11,+,43923065,43923275,43911274,43911378,43940587,43940686 ALKBH3 SE 9 ALKBH3 rMATS_448
ALKBH6,chr19,-,36504245,36504324,36503922,36503991,36505076,36505141 AF038458.3,ALKBH6 SE 3 AF038458.3,ALKBH6 rMATS_449
ALMS1,chr2,+,73653580,73653934,73651557,73652030,73659325,73659419 ALMS1 SE U1 ALMS1 rMATS_450
ALMS1,chr2,+,73653580,73654103,73651557,73652030,73659325,73659419 ALMS1 SE U2 ALMS1 rMATS_451
ALOX5,chr10,+,45923119,45924212,45920406,45920580,45935877,45936081 ALOX5 SE 9 ALOX5 rMATS_452
ALOX5,chr10,+,45923768,45924212,45919488,45920580,45935877,45936081 ALOX5 SE 9a ALOX5 rMATS_453
ALOX5,chr10,+,45923808,45924212,45920359,45920580,45935877,45936081 ALOX5 SE 9b ALOX5 rMATS_454
ALOX5,chr10,+,45924006,45924212,45919488,45920580,45935877,45936081 ALOX5 SE 9c ALOX5 rMATS_455
ALOX5,chr10,+,45939563,45939734,45939175,45939276,45940955,45941567 ALOX5 SE 15a ALOX5 rMATS_456
ALOX5,chr10,+,45939563,45940834,45939175,45939276,45940955,45941567 ALOX5 SE 15 ALOX5 rMATS_457
